CO_PROVA;CO_POSICAO;enunciado;alternativa_A;alternativa_B;alternativa_C;alternativa_D;alternativa_E;gabarito;TP_LINGUA;NU_PARAM_B
1395;42;Feijoada à minha moda Amiga Helena Sangirardi Conforme um dia prometi Onde, confesso que esqueci E embora — perdoe — tão tarde (Melhor do que nunca!) este poeta Segundo manda a boa ética Envia-lhe a receita (poética) De sua feijoada completa. Em atenção ao adiantado Da hora em que abrimos o olho O feijão deve, já catado Nos esperar, feliz, de molho. Uma vez cozido o feijão (Umas quatro horas, fogo médio) Nós bocejando o nosso tédio Nos chegaremos ao fogão [...] De carne-seca suculenta Gordos paios, nédio toucinho (Nunca orelhas de bacorinho Que a tornam em excesso opulenta!) Enquanto ao lado, em fogo brando Dismilinguindo-se de gozo Deve também se estar fritando O torresminho delicioso Em cuja gordura, de resto (Melhor gordura nunca houve!) Deve depois frigir a couve Picada, em fogo alegre e presto. Dever cumprido. Nunca é vã A palavra de um poeta... — jamais! Abraça-a, em Brillat-Savarin, O seu Vinicius de Moraes. MORAES. V. In Cícero. A: QUEIROZ. E. (Org). Vinicius de Moraes nova antologia poética. São Paulo: Cia das Letras, 2005 (fragmento). Apesar de haver marcas formais de carta e receita, a característica que define esse texto como poema é o(a);nomeação de um interlocutor.;manifestação de intimidade.;descrição de procedimentos.;utilização de uma linguagem expressiva.;apresentação de ingredientes culinários.;D;;-0.12011
1395;43;TEXTO I A fotografia de Regina Valkenborgh apresenta 2953 arcos de luz cruzando o céu e registra o nascer e o pôr do sol ao longo de oito anos. Em 2012, essa estudante da Universidade de Hertfordshire colocou uma folha de papel fotográfico em uma lata com um pequeno orifício, criando assim uma câmera pinhole de baixa tecnologia. Porém, a lata foi esquecida em um telescópio no observatório da universidade. Esse projeto esquecido acabou revelando a foto do pôr do sol de maior exposição já tirada. SANTOS, A. Disponível em: https//socientifica.com.br. Acesso em: 13 nov. 2021 (adaptado). TEXTO II Representação de 2953 arcos de luz cruzando o céu, registrando o nascer e o pôr do sol ao longo de oito anos Disponível em: www.thisiscolossal.com. Acesso em: 1 nov. 2022. O experimento realizado por Regina Valkenborgh resultou no entendimento de que a;técnica fotográfica alternativa limita o registro de imagens.;apreciação da natureza depende de registro fotográfico.;criatividade artística decorre do conhecimento científico.;câmera de criação caseira tem valor tecnológico.;produção artística pode ser resultado do acaso.;E;;0.5031
1395;44;"Os Jogos Olímpicos já não são mais os mesmos. E isso não é nem uma crítica, nem um elogio. É uma constatação. Esse movimento começou com o vôlei de praia tornando-se esporte olímpico em 1996, passou pela chegada do BMX Racing como primeiro ""radical"" a entrar no programa em 2008, e agora atinge seu momento mais insólito com a inclusão do break dance como modalidade dos Jogos de Paris, em 2024. Para os mais tradicionalistas, o cruzamento da linha que delimitava o que é esporte e o que é cultura e arte é uma afronta ao espírito dos Jogos Olímpicos. Skate e surfe, que há anos têm competições na televisão, pareciam estar na divisa entre esses dois mundos, o limite do aceitável pelos puristas. O break dance estaria do lado de ""lá"" dessa fronteira. Para o Comitê Olímpico Internacional, a decisão faz parte de uma estratégia de se comunicar com jovens urbanos que se exercitam e se entretêm de uma maneira muito diferente da dos seus avós. Disponível em: www.uol.com.br. Acesso em: 19 nov. 2021 (adaptado). A mudança no programa olímpico mencionada no texto mostra que o esporte está se";aproximando da aventura.;mantendo em sua forma padrão.;tornando uma forma de dança.;afastando de elementos culturais.;adaptando às demandas do seu tempo.;E;;0.04613
1395;45;Memes e fake news: o impacto na educação das crianças Há quem diga que o Brasil nunca mais foi o mesmo depois dos memes. Na economia da velocidade, alguns apostam no humor, outros no engajamento político, e tem gente investindo alto na mentira também. Diante desse cenário, uma pergunta se torna essencial: será que todo mundo está conseguindo traduzir as mensagens postadas, curtidas e compartilhadas? Essa dúvida incentivou uma professora de língua portuguesa a desenvolver uma proposta de leitura e análise crítica de memes com estudantes do ensino fundamental, na rede pública do Distrito Federal, na cidade de Samambaia. “Percebi que muitos alunos e pais estavam divulgando conteúdos sem saber o que havia por trás das palavras”, relata a professora. “O que antes era engraçado para os alunos passou a ser visto com outros olhos”, afirma a professora. Para ela, que utilizou a representação da criança em memes de WhatsApp como material gerador das discussões em sala de aula, aguçar o olhar sobre essas mensagens impacta diretamente a atitude de postar, curtir e compartilhar conteúdos ao estimular o uso consciente da informação que circula nas plataformas de mídia social. Letramento político e midiático é um desafio intergeracional. Em tempos de notícias falsas, de imagens manipuladas e de memes sendo usados como triunfo da verdade de cada um, checagem de informação e interpretação de texto acabam se tornando moedas valiosas. Disponível em: http://funetas.com.br. Acesso em: 15 jan. 2024 (adaptação). Ao abordar a relação dos memes com a educação, a reportagem sustenta uma crítica à;falta de fiscalização no uso de aplicativos de mensagens por crianças.;divulgação de informação manipulada em postagens virtuais.;utilização de ferramentas digitais no trabalho educacional.;exploração de conteúdos humorísticos nas mídias sociais.;propagação de mensagens com objetivos políticos.;B;;-0.00945
1383;46;TEXTO I Um terremoto de magnitude 5,9 atingiu a cidade de Valparaíso, na costa chilena. O terremoto ocorreu a uma profundidade de 112 quilômetros. Terremoto de magnitude 5,9 atinge Valparaíso, no Chile. Disponível em: www.cnnbrasil.com.br . Acesso em: 6 nov. 2021 (adaptado). TEXTO II Um tremor de terra de magnitude 4,8 foi registrado no município de Atalaia do Norte, no interior do estado do Amazonas. O abalo é de magnitude considerada mediana para os níveis do Brasil. Os eventos dessa região costumam ser resultado das atividades da placa de Nazca. Tremor de terra de magnitude 4,8 é registrado no interior do Amazonas . Disponível em: https://g1.globo.com . Acesso em: 6 nov. 2021 (adaptado). TEXTO III Moradores usaram as redes sociais para relatar tremores de terra no interior de São Paulo. As atividades foram registradas nas cidades de Júlio Mesquita e Guaimbê e tiveram magnitude 3,0 na escala Richter, o que é considerado pequeno e sem previsão de danos. Moradores do interior de SP relatam tremores de terra. Disponível em: https://noticias.r7.com . Acesso em: 6 nov. 2021 (adaptado). As diferenças entre os eventos geológicos relatados decorrem de distintas posições geográficas das cidades em relação a:;Planícies costeiras.;Bacias continentais.;Zonas de subducção.;Áreas de denudação.;Vertentes escarpadas.;C;;124642,00
1383;47;"Tal qual num exército, não se compreende um efetivo composto apenas de oficiais. Também na saúde pública, os funcionários técnicos graduados necessitam ser assistidos por auxiliares em número suficiente e com preparo adequado, constituído pelas enfermeiras de saúde pública, educadoras ou visitadoras sanitárias, técnicos de laboratório, inspetores ou guardas etc., para não falarmos no pessoal burocrático, não especializado. PAULA SOUZA, G. H.; VIEIRA, F. B. Centro de saúde ""eixo"" de organização sanitária. Boletim do Instituto de Higiene de São Paulo , n. 59 (adaptado). O texto dos sanitaristas atuantes nas décadas de 1920 e 1930 veicula uma mensagem caracterizada pela";higienização moral.;imposição eugênica.;assimilação cultural.;hegemonização identitária.;hierarquização profissional.;E;;0.27283
1383;48;O rompimento da barragem de Fundão levou muito consigo. A lama soterrou sonhos e modificou de forma permanente centenas de vidas nascidas e criadas em Bento Rodrigues e Paracatu, em Mariana (MG). Mas não somente. Ao se estender ao longo do rio, outras famílias e histórias foram atingidas de formas diferentes. Ao fugirem dos rejeitos que rapidamente tomaram as localidades, deixaram para trás os resquícios da vida que tiveram até o 5 de novembro de 2015. Nada jamais seria igual. SANTOS, P. Histórias soterradas. Curinga , n. 19, nov. 2016 (adaptado). Conforme o texto, o evento gerou o seguinte impacto na relação entre as pessoas e o seu espaço vivido:;Flexibilização de parâmetros ambientais.;Consolidação de identidades regionais.;Fragilização de vínculos afetivos.;Supressão de práticas exploratórias.;Recuperação de tradições ancestrais.;C;;0.28216
1383;49;"Com a proximidade do final do século XIX, amplificam-se as expectativas com relação ao século seguinte. Se muitas eram as utopias, talvez uma das mais evidentes tenha se concentrado nas potencialidades da nova ciência, com suas invenções e projetos. Não é por mera coincidência que a agenda do país tenha sido tomada pela introdução de uma série de inventos. De forma acelerada, entraram no Brasil a luz elétrica e, com ela, o telégrafo, o telefone, o cinematógrafo. Na área dos transportes, o trem a vapor é substituído pelo elétrico, que assiste à entrada do automóvel e até do aeroplano. COSTA, A. M.; SCHWARCZ, L. M. 1890-1914, no tempo das certezas. São Paulo: Cia. das Letras, 2000 (adaptado). No Brasil, os eventos descritos ganharam conotação política ao serem vinculados à";expansão estratégica do imperialismo.;ascensão gradual do mercantilismo.;laicidade da educação.;retomada do absolutismo.;visão republicana de nação.;E;;126456,00
1383;50;O bispo Bartolomeu de Las Casas é o homem mais odiado da América, o anti-Cristo dos senhores, o açoite destas terras. Por sua culpa, o imperador promulgou novas leis que despojam de escravos índios os filhos dos conquistadores. O que será deles sem os braços que os sustentam nas minas e nas lavouras? As novas leis estão arrancando a comida de suas bocas. Las Casas é o homem mais amado da América. Voz dos mudos, teimoso defensor dos que recebem pior tratamento que o esterco das praças, denunciador de quem por cobiça converte Jesus Cristo no mais cruel dos deuses e o rei em lobo faminto de carne humana. GALEANO, E. Os nascimentos. Porto Alegre: L&PM, 2011 (adaptado). Os diferentes pontos de vista presentes no texto expressam que o bispo era, ao mesmo tempo,;execrado pelos reis e reverenciado pelos religiosos do local.;detestado pelos colonizadores e respeitado pelos povos do lugar.;menosprezado pela colônia e idolatrado pelos governantes da região.;desrespeitado pela metrópole e adorado pelos invasores da Espanha.;desacatado pelos excluídos e valorizado pelos negociantes negros.;B;;0.54931
1383;51;"A valsa vienense é a mais antiga das danças de salão tradicional. É dançada desde a Idade Média, quando os pares davam voltas pelo salão realizando giros em torno de si mesmos em postura fechada. Pelo fato de ser dançada aos pares em contato íntimo, a valsa encantava a sociedade medieval, como também sofria proibições por infringir os “bons costumes”. Originária das danças campestres e folclóricas, no século XVI, a aristocracia francesa abandonou a valsa por sua estreita relação com a cultura plebeia, retomando-a posteriormente. FRANCO, N.; FERREIRA, N. Evolução da dança no contexto histórico: aproximações iniciais com o tema. Repertório , n. 26, 2016 (adaptado). A expressão cultural descrita no texto foi rejeitada no início da Idade Moderna por congregar";traços advindos da feitiçaria nórdica.;práticas inspiradas em rituais pagãos.;regras decorrentes do período renascentista.;compassos produzidos em territórios colonizados.;elementos provenientes de segmentos populares.;E;;0.66069
1383;52;O Black Lives Matter vai para além do nacionalismo estreito que pode prevalecer no seio das comunidades negras, que se limita a apelar aos negros a amar os negros, viver como os negros e comprar produtos dos negros, e mantém à frente do movimento homens negros heterossexuais. Black Lives Matter estima as vidas dos negros e negras homossexuais e transexuais, pessoas incapacitadas, negros sem documentos ou com antecedentes criminais, mulheres e as vidas de todos os negros de todo o espectro de gêneros. LA BOTZ, D. O movimento Black Lives Matter organiza-se e procura definir-se politicamente . Disponível em: www.ufes.br. Acesso em: 4 out. 2021 (adaptado). A reivindicação do movimento norte-americano apresentada no texto consiste na necessidade de;manter a conquista de direitos sociais.;integrar a diversidade do grupo identitário.;priorizar a preservação de culturas africanas.;defender a adoção de valores supremacistas.;permitir a permanência do modelo androcêntrico.;B;;0.7279
1383;53;"TOMINAGA, L. K; SANTORO, J.; AMARAL, R. Desastres naturais: conhecer para prevenir. São Paulo: Instituto Geológico, 2009 (adaptado). A desproporção de velocidade e tempo de duração nos tipos de inundação destacados é condicionada pela";variabilidade solar anual.;temperatura média mensal.;declividade do relevo local.;dinâmica tectônica regional.;gradação da turbidez fluvial.;C;;157862,00
1383;54;Os grupos dominantes são beneficiados em termos de credibilidade e podem, com isso, controlar falas de membros de outros grupos, descredibilizando seus testemunhos com base em concepções compartilhadas de preconceito de identidade (gênero e raça). Algumas formas de preconceito tornam as declarações das pessoas menos importantes devido ao seu pertencimento a determinado grupo social. Assim, um falante recebe menos credibilidade devido ao preconceito do ouvinte. KUHNEN, T. Resenha de The Power and Ethics of Knowing, de Miranda Fricker. Revista Princípios , n. 33, 2013. Com base na reflexão suscitada no texto, o preconceito de identidade é responsável por um tipo de injustiça;estética, que normatiza os padrões corporais.;sensorial, que privilegia as habilidades visuais.;afetiva, que impede as expressões emocionais.;epistêmica, que prejudica as trocas informacionais.;econômica, que perpetua as desigualdades materiais.;D;;0.87369
1383;55;"A alma funciona no meu corpo de maneira maravilhosa. Nele se aloja, certamente, mas sabe bem dele escapar: escapa para ver as coisas através da janela dos meus olhos, escapa para sonhar quando durmo, para sobreviver quando morro. Minha alma durará muito tempo e mais que muito tempo, quando meu corpo vier a apodrecer. Viva minha alma! É meu corpo luminoso, purificado, virtuoso, ágil, móvel, tépido, viscoso; é meu corpo liso, castrado, arredondado como uma bolha de sabão. FOUCAULT, M. O corpo utópico, as heterotopias . São Paulo: Edições N-1, 2013. Esse texto reforça uma concepção metafísica clássica que remete a um(a)";pressuposto lógico.;pensamento dicotômico.;contemplação da natureza.;raciocínio argumentativo.;crítica à individualidade.;B;;0.64626
1383;56;No primeiro dia, foi colocada uma panela de barro no centro do barracão, a qual representava o espírito do morto presente na sala. Aqueles que dançavam depositavam moedas ao passarem junto dela e, ao seu redor, milho branco, mel, água, acaçás, cachaça. No segundo dia, os ogãs, antes de iniciar a cerimônia, caminharam pelo corredor formado pelas casas, batendo com longas varas de bambus nos seus beirais, até alcançarem o portão de entrada. No terceiro dia, quatro pessoas, as mais influentes do culto, carregaram um lençol, que aparentemente continha um corpo em seu interior. No entanto, esse corpo era formado por folhas verdes de plantas, que foram derramadas sobre uma pessoa. MANZOCHI, H. M. Axexe, um rito de passagem. Revista do Museu de Arqueologia e Etnologia , n. 5, 1995 (adaptado). O ritual brasileiro apresentado no texto representa, para seus adeptos, a;manutenção de uma memória coletiva.;contestação de uma identidade étnica.;imolação de uma divindade africana.;legitimação de uma prática pagã.;promissão de uma revolta social.;A;;121189,00
1383;57;Espaços públicos não são produtos dados e acabados, uma instituição que, uma vez estabelecida, traria a paz da consensualidade e a perfeita igualdade. São os lugares em que os problemas aparecem e se transformam em debates, em diálogo e em possibilidade de ajuste e compromissos. Por isso, não anulam os conflitos, ao contrário, são canais de comunicação e de visibilidade de oposições. GOMES, P. C. C. Espaço público, espaços públicos. Geographia , n. 44, set.-dez. 2018 (adaptado). As características descritas no texto exibem a importância dos espaços públicos para a;prática do lazer.;vigilância da sociedade.;erradicação da violência.;construção da democracia.;diversificação do trabalho.;D;;0.13172
1383;58;"TEXTO I Aristóteles entendia que a felicidade era diretamente ligada ao respeito pela própria natureza e, de certa maneira, a uma vida que tivesse na natureza de si mesma uma referência inabalável. Isso lhe permitiu formular o conceito de excelência. O que seria excelência? Seria, justamente, ao longo da vida, tirar de si mesmo, em forma de performance, de conduta, de comportamento, de disposição, o que a natureza permitiria de melhor. COEN, M.; BARROS FILHO, C. A monja e o professor : reflexões sobre ética, preceitos e valores. Rio de Janeiro: Best Seller, 2018. TEXTO II A noção de eudaimonia é central para a ética aristotélica. A eudaimonia é uma atividade e não um estado psicológico, pois é definida na Ética a Nicômaco como uma atividade da alma com base na virtude moral. A virtude moral é definida em termos de uma disposição diretamente ligada à deliberação, o que o leva a estudar a virtude intelectual que opera em seu interior, isto é, a prudência. A estrutura conceitual da ética aristotélica responde a uma tentativa de elucidar conceitualmente em que consiste isto, agir bem, ou, na linguagem aristotélica, o que significa ser feliz. ZINGANO, M. Eudaimonia, razão e contemplação na ética aristotélica. Analytica , n. 1, 2017 (adaptado). Os textos indicam que a prática de ações virtuosas, sempre efetivada na pólis, ocorre por meio do(a)";teoria das formas essenciais.;identificação dos princípios racionais.;desenvolvimento das técnicas retóricas.;aperfeiçoamento das condutas humanas.;conhecimento das epistemes verdadeiras.;D;;0.91705
1383;59;As instituições que a Idade Média nos legou são de um valor maior e mais imperecível do que suas catedrais. E a universidade é nitidamente uma instituição medieval — tanto quanto a monarquia constitucional, ou os parlamentos, ou o julgamento por meio do júri. As universidades e os produtos imediatos das suas atividades constituem a grande realização da Idade Média na esfera intelectual. RASHDALL, H. apud OLIVEIRA, T. Origem e memória das universidades medievais. Varia História , n. 37, jan.-jun. 2007. De acordo com o texto, o legado das universidades medievais torna-se um relevante patrimônio histórico-cultural por;adotar currículo e método padronizado.;rejeitar ideologias e costumes orientais.;possuir organização e função mercantil.;transmitir técnicas e valores ecumênicos.;agregar tradição e conhecimento científico.;E;;0.25116
1383;60;Há experiências de lutas sociais de reapropriação cultural da natureza que são movimentos emblemáticos, como a dos serigueiros no Brasil, que da luta sindical para a comercialização da borracha chegaram a inventar o conceito de reserva extrativista e estão avançando para um novo modo de produção, uma nova racionalidade produtiva, mostrando que é possível viver bem, e não apenas sobreviver, em harmonia com a natureza que habitam. O novo planeta que podemos imaginar é feito desses territórios produtivos que não são apenas economias de autossubsistência mas economias que potencializam a produtividade ecológica de seus territórios. LEFF, E. Discursos sustentáveis . São Paulo, Cortez, 2010. (adaptado). O texto expõe a possibilidade de uma nova racionalidade produtiva por meio de uma gestão territorial que se baseia na;integração de mercados regidos por pressões regionais.;conexão de valores fundamentados por decisões locais.;unificação de preços delimitados por demandas nacionais.;normatização de regras construídas por instituições mundiais.;valorização de tradições orientadas por determinações globais.;B;;115577,00
1383;61;Eu sentia falta do futuro. É claro que eu sabia, muito mesmo antes da recorrência dele, que nunca envelheceria. Era muito provável que eu nunca mais fosse ver o oceano de uma altura de trinta mil pés de novo, uma distância tão grande que não dá nem para distinguir as ondas, nem nenhum barco, de um jeito que faz o oceano parecer um enorme e infinito monólito. Eu poderia imaginá-lo. Eu poderia me lembrar dele. Mas não poderia vê-lo de novo, e me ocorreu que a ambição voraz dos seres humanos nunca é saciada quando os sonhos são realizados, porque há sempre a sensação de que tudo poderia ter sido feito melhor e ser feito outra vez. GREEN, J. A culpa é das estrelas . Rio de Janeiro: Intrínseca, 2012. O texto apresenta uma reflexão da personagem acerca de um problema característico da filosofia contemporânea, que trata da(s);implicações éticas.;finitude humana.;limitações da linguagem.;pressuposição existencial.;objetividade do conhecimento.;B;;102169,00
1383;62;"TEXTO I O empirismo moderno foi, em grande parte, condicionado por dois dogmas. Um deles é a crença em certa divisão fundamental entre verdades analíticas, ou fundadas em significados independentemente de questões de fato, e verdades sintéticas, ou fundadas em fatos. O outro dogma é o reducionismo: a crença de que todo enunciado significativo é equivalente a algum construto lógico sobre termos que se referem à experiência imediata. QUINE, W. V. O. Dois dogmas do empirismo. In: RYLE, G. et al. Ensaios . São Paulo: Abril Cultural, 1975. TEXTO II Teses: 1. Somente os enunciados que possuem conteúdo factual são teoricamente significativos; enunciados que não podem, em princípio, estar fundamentados pela experiência são carentes de significado. 2. As ciências empíricas usam somente o conteúdo empírico da realidade. 3. A filosofia usa um conceito não empírico da realidade. CARNAP, R. Pseudoproblemas na filosofia. In: SCHLICK, M.; CARNAP, R.; POPPER, K. Coletânea de textos. São Paulo: Abril Cultural, 1975. Ao comparar os textos, conclui-se que eles apresentam posicionamentos filosóficos divergentes com relação ao";estatuto epistemológico da linguagem.;alicerce estruturante da moralidade.;conteúdo essencial da metafísica.;princípio constitutivo da ontologia.;domínio reflexivo da estética.;A;;1114224,00
1383;63;"Uma das principais atividades provocadas pela arte, a reflexão, é abandonada pela indústria cultural. A indústria cultural seria como uma isca que ilude os indivíduos, com o sonho de que eles são livres, originais, únicos e especiais quando, na verdade, os trata como servos e partes de uma massa homogênea. FONTES, B.; MAGALHÃES, R. O que é indústria cultural? In: BODART, C. N. (Org.). Conceitos e categorias do ensino de sociologia . Maceió: Café com Sociologia, 2021 (adaptado). Ao analisar as consequências da dinâmica apresentada no texto, as autoras destacam a importância do conceito como:";Ferramenta de luta coletiva.;Mecanismo de controle social.;Instituição de interesse público.;Organização da iniciativa privada.;Instrumento de manipulação estatal.;B;;0.67856
1383;64;TEXTO I Neta de Tomásia, uma escravizada alforriada, Chiquinha Gonzaga foi uma das primeiras mulheres a se destacar na música popular brasileira. Entre suas obras mais famosas estão a marcha Ó abre alas , sucesso nos blocos de Carnaval até hoje, e o tango Gaúcho , além de inúmeras peças musicais para teatro e óperas. Chiquinha também teve uma atuação em defesa dos direitos das mulheres e pelo fim da escravatura. Disponível em: www.uol.com.br. Acesso em: 7 out. 2023 (adaptado). TEXTO II Depois da estreia de sua peça Gonzaga , em 1867, que tem como um de seus núcleos dramáticos dois escravizados, pai e filha, separados há muitos anos, Castro Alves escreve talvez o maior conjunto de poemas antiescravistas do Romantismo brasileiro, publicados em 1883 no livro Os escravos , doze anos após a sua morte. Os textos Vozes d'África e Navio negreiro , por exemplo, publicados em folhetos, já em 1878, tiveram enorme repercussão desde a sua circulação, a ponto de Afrânio Coutinho (um importante crítico brasileiro) afirmar ter sido Castro Alves, no que diz respeito à poesia antiescravista, um dos primeiros que o Brasil ouviu. Disponível em: www.uol.com.br. Acesso em: 8 out. 2023 (adaptado). Os textos indicam a participação de artistas e intelectuais brasileiros em defesa do(a);ação integralista.;literatura realista.;movimento abolicionista.;política indigenista.;nacionalismo desenvolvimentista.;C;;0.32395
1383;65;"Como conclusão provisória, parece então que a globalização tem, sim, o efeito de contestar e deslocar as identidades centradas e ""fechadas"" de uma cultura nacional. Ela tem um efeito pluralizante sobre as identidades, produzindo uma variedade de possibilidades e novas posições de identificação, e tomando as identidades mais posicionais, mais políticas, mais plurais e diversas; menos fixas, unificadas ou trans-históricas. HALL, S. A identidade cultural na pós-modernidade . Rio de Janeiro: DP&A, 2011. De acordo com o texto, o processo apresentado contribuiu para";elevar a renda da população.;abandonar os valores morais.;estabelecer a igualdade racial.;fortalecer as pautas das minorias.;inverter os fluxos das migrações.;D;;0.56843
1383;66;Em 1960, a primeira pílula anticoncepcional foi comercializada nos EUA, e, em poucos anos, o método contraceptivo se difundiu pelo mundo, inclusive no Brasil. Em nosso país, a chegada das pílulas anticoncepcionais foi simultânea às discussões neomalthusianas sobre a crise demográfica, à aceleração dos processos de modernização e ao boom da indústria farmacêutica multinacional. DIAS, T. M. et al. A pílula da oportunidade: discursos sobre as pílulas anticoncepcionais em A Gazeta da Farmácia , 1960-1981. História, Ciências, Saúde — Manguinhos , n. 3, jul.-set. 2018 (adaptado). Qual foi o efeito social resultante do avanço tecnológico mencionado no texto?;O afastamento da autoridade médica na regulação da fecundidade. superação do discurso da moralidade pela ação da mídia estatal. ampliação do debate público sobre o planejamento familiar. centralização da pesquisa científica pelo sistema privado de saúde.;A superação do discurso da moralidade pela ação da mídia estatal.;A ampliação do debate público sobre o planejamento familiar.;A centralização da pesquisa científica pelo sistema privado de saúde.;O enrijecimento das doutrinas religiosas sobre a organização da vida doméstica.;C;;0.68765
1383;67;"A internet fortalece o engajamento e a visibilidade de populações tradicionais e indígenas por meio de redes sociais, rádios e veículos de mídia digital. Ela também promove a criação e o fortalecimento de mercados e a inovação nos sistemas de financiamento, integrando pequenos agricultores e produtores de comunidade florestal a cadeias de abastecimento maiores. GROTTERA, C.; CASTRO,L. M.; BRITO, M. C. Como a tecnologia pode ser uma aliada na conservação ambiental. Nexo Jornal , 14 ago. 2021. A adoção da tecnologia mencionada amplia a rentabilidade das comunidades citadas, ao possibilitar o(a):";Valorização da economia local.;Elaboração de projetos culturais.;Estabelecimento de regras comerciais.;Incremento da infraestrutura educacional.;Homogeneização da qualificação profissional.;A;;0.3193
1383;68;TEXTO I Uma única árvore joga entre 300 e 1000 litros de água por dia para a atmosfera. Considerando a demanda mínima que uma pessoa consome de água, ou seja, 120 litros por dia, uma única árvore pode ser capaz de produzir água para até oito pessoas. MAGNO, C. Estudiosos explicam o motivo de chover tanto em Belém . Disponível em: www.diarioonline.com.br. Acesso em: 6 nov. 2021. TEXTO II A Amazônia perdeu diariamente uma área de floresta maior do que 4 mil campos de futebol apenas em setembro de 2021. Em todo o mês, foram devastados 1 224 km 2 , o que corresponde ao tamanho da cidade do Rio de Janeiro e é a pior marca para setembro em 10 anos. Os dados são do Sistema de Alerta de Desmatamento (SAD) do Instituto do Homem e Meio Ambiente da Amazônia (Imazon), que monitora a floresta por meio de imagens de satélites. FREITAS, A. Desmatamento na Amazônia em setembro foi o maior para o período em 10 anos. Disponível em: www.cnnbrasil.com.br. Acesso em: 6 nov. 2021. Para a região amazônica, a relação entre as informações dos textos indica uma redução do(a);circulação de ventos alísios.;aquecimento dos solos locais.;média de temperatura oceânica.;índice de refletividade superficial.;intensidade de chuvas convectivas.;E;;0.71996
1383;69;Atribuo a causa desse florescimento estéril a um sistema de educação falso, extraído de livros sobre o assunto escrito por homens que, ao considerar as mulheres mais como fêmeas do que como criaturas humanas, estão mais ansiosos em torná-las damas sedutoras do que esposas afetuosas e mães racionais. O entendimento do sexo feminino tem sido tão distorcido por essa homenagem ilusória de que as mulheres civilizadas de nosso século, com raras exceções, anseiam apenas inspirar amor, quando deveriam nutrir uma ambição mais nobre e exigir respeito por suas capacidades e virtudes. WOLLSTONECRAFT, M. Reivindicação dos direitos da mulher . São Paulo: Boitempo, 2016. Nesse texto, escrito no século XVIII, a autora reivindica para as mulheres a;recuperação de sua participação política.;equiparação de ganhos salariais.;valorização de seu papel social.;distinção de padrões biológicos.;ocupação de cargos públicos.;C;;-0.66075
1383;70;Cada objeto é, em si mesmo, um sistema funcionando sistemicamente. Um grande supermercado ou shopping center seria incapaz de existir se não fossem servidos por vias rápidas, estacionamentos adequados e acessíveis, sistemas de transportes públicos com horários regulares e conhecidos e se, no seu próprio interior, as atividades não estivessem subordinadas a uma coordenação. Esse é o caso dos armazéns, dos silos etc. Os portos, a rede rodoviária de um país e, sobretudo, a rede ferroviária são exemplos de objetos complexos e sistêmicos. SANTOS, M. A natureza do espaço : técnica, tempo, razão e emoção. São Paulo: Hucitec, 1996 (adaptado). De acordo com o texto, o território torna-se cada vez mais dotado de objetos com a finalidade de intensificar a;desindustrialização da economia.;desregulamentação do mercado.;concentração da produção.;distribuição de renda.;dinamização dos fluxos.;E;;0.49941
1383;71;A 26ª Conferência do Clima das Nações Unidas foi realizada com a perspectiva de que os países tornassem ainda mais ambiciosos os compromissos assumidos no enfrentamento das mudanças climáticas, de modo a evitar que a temperatura global se eleve acima de 1,5 °C, marca que já vinha sendo discutida dentro do Acordo de Paris, de 2015. A pressão do setor empresarial, que se posicionou de maneira contundente nesta COP-26, gerou impacto positivo. O Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável (CEBDS) capitaneou, por meio do movimento Empresários pelo Clima, a adesão de 119 CEOs de importantes empresas e 14 instituições do setor privado, de setores tão diversos como agronegócio, alimentício, aviação, elétrico, farmacêutico, finanças, infraestrutura, logística, papel e celulose, petroquímico, saúde, tecnologia, telefonia e varejo. O Brasil deixa a conferência com o compromisso de fazer valer sua meta e reduzir 50% dos gases de efeito estufa até 2030 em relação aos níveis de 2005 — anteriormente, a meta de redução era de 43%. GROSSI, M. A mais plural das COPs e a lição de casa para o Brasil . Disponível em: www.nexojornal.com.br. Acesso em: 24 nov. 2021 (adaptado). Conforme o texto, o compromisso assumido pelo Brasil foi resultado dos tensionamentos promovidos por;povos ribeirinhos e segmentos culturais.;blocos econômicos e instituições militares.;grupos científicos e universidades públicas.;organismos supranacionais e sociedade civil.;agentes governamentais e demanda turística.;D;;108536,00
1383;72;A pessoa com deficiência de qualquer modalidade — seja visual, auditiva, física ou mental — encontra-se em uma posição de grande vulnerabilidade em relação às pessoas sem deficiência, sendo frequentemente marcante a assimetria das relações de poder na interação entre ambas. Tal assimetria de relação hierárquica é multiplicada conforme a severidade de cada caso, sendo ampliada se a pessoa com necessidades especiais pertencer a um outro grupo de risco, por exemplo, se for mulher ou criança. PASIAN, M. S. A negligência parental e a relação com a deficiência: o que mostra a pesquisa nacional. Revista Educação Especial , n. 53, set.-dez. 2015 (adaptado). A realidade abordada no texto indica a necessidade de se promover uma ética interpessoal centrada no;cuidado, proteção e valorização dos indivíduos.;entendimento, perdão e tolerância dos responsáveis.;cerceamento, arregimentação e controle de entidades.;regramento, legislação e responsabilização de culpados.;ensimesmamento, interiorização e indulgência dos agentes.;A;;-0.752
